Product_ID,SKU,Category,Brand,Sub_Brand,Product_Name,Presentation,Pack_Quantity,Product_Description,Ingredients_List,Unit_Price,Year,Month,Units_Sold,Total_Sales_Value
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2020,11,169,959.92
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2020,12,159,903.12
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,1,352,1999.36
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,2,138,783.84
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,3,130,738.4
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,4,193,1096.24
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,5,214,1215.52
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,6,220,1249.6
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,7,149,846.32
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,8,158,897.44
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,9,194,1101.92
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,10,227,1289.36
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,11,147,834.96
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2021,12,218,1238.24
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,1,290,1647.2
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,2,188,1067.84
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,3,175,994.0
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,4,290,1647.2
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,5,287,1630.16
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,6,119,675.92
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,7,214,1215.52
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,8,150,852.0
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,9,229,1300.72
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,10,181,1028.08
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,11,154,874.72
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2022,12,157,891.76
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,1,358,2033.44
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,2,139,789.52
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,3,163,925.84
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,4,181,1028.08
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,5,264,1499.52
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,6,0,0.0
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,7,230,1306.4
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,8,122,692.96
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,9,141,800.88
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,10,183,1039.44
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,11,158,897.44
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2023,12,202,1147.36
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,1,252,1431.36
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,2,140,795.2
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,3,167,948.56
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,4,172,976.96
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,5,186,1056.48
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,6,166,942.88
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,7,221,1255.28
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,8,175,994.0
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,9,196,1113.28
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,10,196,1113.28
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,11,119,675.92
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2024,12,162,920.16
2,DETAJA0002,Detergents and Cleaning,Ajax,Ajax Antibacterial,Ajax Antibacterial 1L,1L,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",7.24,2020,1,184,1332.16
2,DETAJA0002,Detergents and Cleaning,Ajax,Ajax Antibacterial,Ajax Antibacterial 1L,1L,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",7.24,2020,2,168,1216.32
2,DETAJA0002,Detergents and Cleaning,Ajax,Ajax Antibacterial,Ajax Antibacterial 1L,1L,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",7.24,2020,3,130,941.2
2,DETAJA0002,Detergents and Cleaning,Ajax,Ajax Antibacterial,Ajax Antibacterial 1L,1L,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",7.24,2020,4,152,1100.48
2,DETAJA0002,Detergents and Cleaning,Ajax,Ajax Antibacterial,Ajax Antibacterial 1L,1L,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",7.24,2020,5,224,1621.76
2,DETAJA0002,Detergents and Cleaning,Ajax,Ajax Antibacterial,Ajax Antibacterial 1L,1L,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",7.24,2020,6,169,1223.56
2,DETAJA0002,Detergents and Cleaning,Ajax,Ajax Antibacterial,Ajax Antibacterial 1L,1L,1,Powerful cleaning formula that tackles tough stains and leaves clothes fresh,"Water, Isopropanol, 2-Butoxyethanol, Sodium C12-15 Pareth Sulfate, Lauramine Oxide, Fragrance, Tetrasodium EDTA, Colorants, Methylisothiazolinone",7.24,2020,7,196,1419.04
