Product_ID,SKU,Category,Brand,Sub_Brand,Product_Name,Presentation,Pack_Quantity,Product_Description,Ingredients_List,Unit_Price,Year,Month,Units_Sold,Total_Sales_Value
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2020,11,169,959.92
1,DETARI0001,Detergents and Cleaning,Ariel,Ariel Regular,Ariel Regular 32 oz,32 oz,1,Advanced stain-fighting technology with a long-lasting fresh scent,"Water, Sodium Laureth Sulfate, Linear Alkylbenzene Sulfonate, Sodium Citrate, Glycerin, Sodium Chloride, Fragrance, Enzymes (Protease, Amylase, Mannanase), Optical Brighteners, Preservatives (Methylisothiazolinone)",5.68,2020,12,159,903.12
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,1,0,0.0
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,2,560,1092.0
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,3,464,904.8
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,4,400,780.0
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,5,393,766.35
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,6,393,766.35
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,7,453,883.35
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,8,465,906.75
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,9,538,1049.1
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,10,378,737.1
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,11,409,797.55
41,DRYBAR0041,Dry and Canned Foods,Barilla,Barilla Linguine,Barilla Linguine 16 oz,16 oz,1,Perfect for creating your favorite recipes,"Durum Wheat Semolina, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate, Riboflavin, Folic Acid",1.95,2020,12,495,965.25
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,1,324,1004.4
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,2,275,852.5
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,3,397,1230.7
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,4,345,1069.5
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,5,511,1584.1
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,6,551,1708.1
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,7,442,1370.2
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,8,557,1726.7
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,9,433,1342.3
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,10,0,0.0
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,11,310,961.0
91,BEVCOC0091,Beverages,Coca-Cola,Coca-Cola Diet,Coca-Cola Diet 2L,2L,1,Bold flavor and smooth finish,"Carbonated Water, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (preservative), Aspartame, Acesulfame Potassium",3.1,2020,12,257,796.7
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,1,289,1092.42
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,2,310,1171.8
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,3,231,873.18
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,4,230,869.4
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,5,223,842.94
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,6,314,1186.92
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,7,235,888.3
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,8,267,1009.26
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,9,264,997.92
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,10,243,918.54
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,11,266,1005.48
131,DAIYOP0131,Dairy and Refrigerated,Yoplait,Yoplait Greek,Yoplait Greek 1 gallon,1 gallon,1,Made from premium milk for superior quality,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch and Powdered Cellulose (anti-caking), Natamycin (natural mold inhibitor)",3.78,2020,12,200,756.0
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,1,267,1051.98
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,2,393,1548.42
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,3,268,1055.92
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,4,388,1528.72
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,5,346,1363.24
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,6,346,1363.24
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,7,336,1323.84
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,8,362,1426.28
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,9,401,1579.94
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,10,604,2379.76
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,11,358,1410.52
161,SNAORE0161,Snacks and Candy,Oreo,Oreo Golden,Oreo Golden 9 oz,9 oz,1,Delicious taste that satisfies every craving,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and/or Canola Oil, Cocoa (processed with alkali), High Fructose Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor",3.94,2020,12,451,1776.94
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,1,0,0.0
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,2,154,283.36
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,3,142,261.28
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,4,160,294.4
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,5,272,500.48
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,6,210,386.4
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,7,171,314.64
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,8,184,338.56
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,9,164,301.76
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,10,212,390.08
181,PERDOV0181,Personal Care,Dove,Dove Body Wash,Dove Body Wash Travel Size 2 oz,Travel Size 2 oz,1,Effective protection that lasts all day. TSA-approved size perfect for travel,"Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate, Titanium Dioxide",1.84,2020,11,221,406.64
